Level,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
6,"Lexer::IsCharDelim",4,0.00,0.00,0.00,0.00,"vsc.exe",
5,"strcpy_s",98,0.11,0.11,0.00,0.00,"MSVCR120.dll",
4,"??2@YAPAXI@Z",12,0.19,0.19,0.00,0.00,"MSVCR120.dll",
4,"Compiler::ReadCmmndLineParams",1,0.13,0.13,0.02,0.02,"vsc.exe",
5,"_strupr",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"Compiler::VerifyFilenames",1,0.06,0.00,0.01,0.00,"vsc.exe",
5,"_strupr",1,0.04,0.04,0.01,0.01,"MSVCR120.dll",
5,"strncpy",1,0.02,0.02,0.00,0.00,"MSVCR120.dll",
5,"strstr",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
5,"strrchr",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"SymbolList::AddSymbol",2,0.03,0.01,0.00,0.00,"vsc.exe",
5,"??2@YAPAXI@Z",2,0.02,0.02,0.00,0.00,"MSVCR120.dll",
5,"SymbolList::GetSymbolByIdent",2,0.00,0.00,0.00,0.00,"vsc.exe",
6,"_stricmp",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
5,"DList<SymbolNode *>::Append",2,0.00,0.00,0.00,0.00,"vsc.exe",
6,"??2@YAPAXI@Z",2,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"FunctionList::FunctionList",1,0.00,0.00,0.00,0.00,"vsc.exe",
5,"??2@YAPAXI@Z",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"Parser::Parser",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__CxxSetUnhandledExceptionFilter",1,0.41,0.41,0.06,0.06,"vsc.exe",
3,"pre_cpp_init",1,0.28,0.00,0.04,0.00,"vsc.exe",
4,"__getmainargs",1,0.25,0.25,0.04,0.04,"MSVCR120.dll",
4,"atexit",1,0.03,0.00,0.00,0.00,"vsc.exe",
5,"_onexit",1,0.03,0.00,0.00,0.00,"vsc.exe",
6,"_onexit",1,0.03,0.03,0.00,0.00,"MSVCR120.dll",
6,"RtlDecodePointer",1,0.00,0.00,0.00,0.00,"ntdll.dll",
6,"__SEH_prolog4",1,0.00,0.00,0.00,0.00,"vsc.exe",
6,"__SEH_epilog4",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"exit",1,0.16,0.16,0.02,0.02,"MSVCR120.dll",
4,"_RTC_Terminate",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__isa_available_init",1,0.12,0.12,0.02,0.02,"vsc.exe",
3,"pre_c_init",1,0.05,0.00,0.01,0.00,"vsc.exe",
4,"RtlEncodePointer",1,0.03,0.03,0.00,0.00,"ntdll.dll",
4,"_setdefaultprecision",1,0.01,0.01,0.00,0.00,"vsc.exe",
4,"__set_app_type",1,0.00,0.00,0.00,0.00,"MSVCR120.dll",
4,"_RTC_Initialize",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__SEH_prolog4",1,0.00,0.00,0.00,0.00,"vsc.exe",
3,"__atonexitinit",1,0.00,0.00,0.00,0.00,"vsc.exe",
2,"__security_init_cookie",1,0.00,0.00,0.00,0.00,"vsc.exe",
